benchmark,solver,configuration,solver time,result,verifier time, verifier result
sat/g2-hwmcc15deep-6s179-k17.cnf,MapleLRB_LCM,default,821.258,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s179-k17.cnf,MapleLRB_LCMoccRestart,default,679.673,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s179-k17.cnf,Riss7,BVE_DRAT,2416.37,UNSAT,7229284.0,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s179-k17.cnf,Riss7,noPP_DRAT,5000.01,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s179-k17.cnf,satUZK-seq,ge,0.00680991,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s179-k17.cnf,satUZK-seq,me,4209.2,UNSAT,2.649644E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s179-k17.cnf,satUZK-seq,sge,5000.09,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s179-k17.cnf,satUZK-seq,sme,2997.18,UNSAT,1.7745356E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s179-k17.cnf,tch_glucose1,default,2627.76,UNSAT,7885720.0,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s179-k17.cnf,tch_glucose2,default,3245.36,UNSAT,1.551036E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s179-k17.cnf,tch_glucose3,default,3212.54,UNSAT,1.551036E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k44.cnf,abcdsat_r17,default,2415.31,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k44.cnf,bs_glucose,default,2524.18,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k44.cnf,cadical-sc17-agile-proof,default,2543.63,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k44.cnf,cadical-sc17-proof,default,2238.57,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k44.cnf,Candy,default,1695.05,UNSAT,0.0,--
sat/g2-hwmcc15deep-6s188-k44.cnf,Candy RSILi,default,0.01706,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k44.cnf,Candy RSILv,default,0.00999098,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k44.cnf,Candy SL21,default,0.0109961,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k44.cnf,COMiniSatPS_Pulsar_drup,drup,5000.02,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k44.cnf,fix-candy,rsili,1727.96,UNSAT,2.5323912E7,--
sat/g2-hwmcc15deep-6s188-k44.cnf,fix-candy,rsilv,1719.19,UNSAT,2.5323912E7,--
sat/g2-hwmcc15deep-6s188-k44.cnf,GHackCOMSPS_drup,ghack_drup,5000.11,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k44.cnf,glucose-3.0+width,default,1902.75,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k44.cnf,glucose-4.1,default,1712.87,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k44.cnf,glu_vc,default,4464.15,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k44.cnf,lingeling-bbe,default,4175.16,UNSAT,2.601618E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k44.cnf,MapleCOMSPS_CHB_VSIDS_drup,CHB_VSIDS_drup,1918.29,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k44.cnf,MapleCOMSPS_LRB_VSIDS_2_drup,LRB_VSIDS_2_drup,1801.09,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k44.cnf,MapleCOMSPS_LRB_VSIDS_drup,LRB_VSIDS_drup,1590.21,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k44.cnf,Maple_LCM,default,2824.9,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k44.cnf,Maple_LCM_Dist,default,2506.91,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k44.cnf,MapleLRB_LCM,default,898.893,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k44.cnf,MapleLRB_LCMoccRestart,default,3219.49,UNSAT,8875264.0,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k44.cnf,Riss7,BVE_DRAT,2241.84,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k44.cnf,Riss7,noPP_DRAT,5000.04,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k44.cnf,satUZK-seq,ge,5000.03,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k44.cnf,satUZK-seq,me,5000.05,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k44.cnf,satUZK-seq,sge,5000.02,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k44.cnf,satUZK-seq,sme,5000.06,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k44.cnf,tch_glucose1,default,2239.41,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k44.cnf,tch_glucose2,default,5000.02,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k44.cnf,tch_glucose3,default,2207.57,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k46.cnf,abcdsat_r17,default,5000.07,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k46.cnf,bs_glucose,default,3251.33,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k46.cnf,cadical-sc17-agile-proof,default,5000.05,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k46.cnf,cadical-sc17-proof,default,3496.92,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k46.cnf,Candy,default,2633.7,UNSAT,2.5323912E7,--
sat/g2-hwmcc15deep-6s188-k46.cnf,Candy RSILi,default,0.0144051,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k46.cnf,Candy RSILv,default,0.0105451,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k46.cnf,Candy SL21,default,3147.32,UNSAT,2.5323912E7,--
sat/g2-hwmcc15deep-6s188-k46.cnf,COMiniSatPS_Pulsar_drup,drup,5000.02,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k46.cnf,fix-candy,rsili,2656.91,UNSAT,2.5323912E7,--
sat/g2-hwmcc15deep-6s188-k46.cnf,fix-candy,rsilv,2651.06,UNSAT,2.5323912E7,--
sat/g2-hwmcc15deep-6s188-k46.cnf,GHackCOMSPS_drup,ghack_drup,5000.07,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k46.cnf,glucose-3.0+width,default,3674.82,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k46.cnf,glucose-4.1,default,3741.35,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k46.cnf,glu_vc,default,3007.79,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k46.cnf,lingeling-bbe,default,5000.02,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k46.cnf,MapleCOMSPS_CHB_VSIDS_drup,CHB_VSIDS_drup,3487.69,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k46.cnf,MapleCOMSPS_LRB_VSIDS_2_drup,LRB_VSIDS_2_drup,2777.24,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k46.cnf,MapleCOMSPS_LRB_VSIDS_drup,LRB_VSIDS_drup,3629.61,UNSAT,0.0,--
sat/g2-hwmcc15deep-6s188-k46.cnf,Maple_LCM,default,4623.72,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k46.cnf,Maple_LCM_Dist,default,4467.36,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k46.cnf,MapleLRB_LCM,default,1570.98,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k46.cnf,MapleLRB_LCMoccRestart,default,2013.12,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k46.cnf,Riss7,BVE_DRAT,3600.1,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k46.cnf,Riss7,noPP_DRAT,5000.09,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k46.cnf,satUZK-seq,ge,5000.02,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k46.cnf,satUZK-seq,me,5000.06,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k46.cnf,satUZK-seq,sge,5000.07,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k46.cnf,satUZK-seq,sme,5000.03,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k46.cnf,tch_glucose1,default,4231.05,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s188-k46.cnf,tch_glucose2,default,5000.02,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s188-k46.cnf,tch_glucose3,default,4228.23,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,abcdsat_r17,default,957.581,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,bs_glucose,default,967.009,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,cadical-sc17-agile-proof,default,2509.9,UNSAT,0.0,--
sat/g2-hwmcc15deep-6s33-k33.cnf,cadical-sc17-proof,default,495.3,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,Candy,default,1047.03,UNSAT,3946444.0,--
sat/g2-hwmcc15deep-6s33-k33.cnf,Candy RSILi,default,0.0093541,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s33-k33.cnf,Candy RSILv,default,0.0139581,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s33-k33.cnf,Candy SL21,default,1114.33,UNSAT,4003612.0,--
sat/g2-hwmcc15deep-6s33-k33.cnf,COMiniSatPS_Pulsar_drup,drup,1257.39,UNSAT,5814268.0,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,fix-candy,rsili,1097.54,UNSAT,2.5323912E7,--
sat/g2-hwmcc15deep-6s33-k33.cnf,fix-candy,rsilv,1095.33,UNSAT,3946444.0,--
sat/g2-hwmcc15deep-6s33-k33.cnf,GHackCOMSPS_drup,ghack_drup,1243.97,UNSAT,5990560.0,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,glucose-3.0+width,default,946.902,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,glucose-4.1,default,663.78,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,glu_vc,default,818.586,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,lingeling-bbe,default,909.351,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,MapleCOMSPS_CHB_VSIDS_drup,CHB_VSIDS_drup,861.795,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,MapleCOMSPS_LRB_VSIDS_2_drup,LRB_VSIDS_2_drup,728.023,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,MapleCOMSPS_LRB_VSIDS_drup,LRB_VSIDS_drup,895.58,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,Maple_LCM,default,520.009,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,Maple_LCM_Dist,default,614.591,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,MapleLRB_LCM,default,454.273,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,MapleLRB_LCMoccRestart,default,470.363,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,Riss7,BVE_DRAT,728.075,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,Riss7,noPP_DRAT,1439.96,UNSAT,5093092.0,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,satUZK-seq,ge,1680.76,UNSAT,6356592.0,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,satUZK-seq,me,3747.68,UNSAT,1.6751044E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,satUZK-seq,sge,2093.91,UNSAT,7784232.0,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,satUZK-seq,sme,3314.19,UNSAT,1.5694988E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,tch_glucose1,default,914.971,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k33.cnf,tch_glucose2,default,945.075,UNSAT,0.0,--
sat/g2-hwmcc15deep-6s33-k33.cnf,tch_glucose3,default,917.749,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,abcdsat_r17,default,1312.59,UNSAT,2.5323916E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,bs_glucose,default,1668.77,UNSAT,7749812.0,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,cadical-sc17-agile-proof,default,5000.01,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s33-k34.cnf,cadical-sc17-proof,default,747.672,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,Candy,default,1729.7,UNSAT,5389596.0,--
sat/g2-hwmcc15deep-6s33-k34.cnf,Candy RSILi,default,0.00996512,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s33-k34.cnf,Candy RSILv,default,0.010534,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s33-k34.cnf,Candy SL21,default,1593.26,UNSAT,4986620.0,--
sat/g2-hwmcc15deep-6s33-k34.cnf,COMiniSatPS_Pulsar_drup,drup,1142.79,UNSAT,5297420.0,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,fix-candy,rsili,1758.16,UNSAT,5387748.0,--
sat/g2-hwmcc15deep-6s33-k34.cnf,fix-candy,rsilv,1751.14,UNSAT,2.5323916E7,--
sat/g2-hwmcc15deep-6s33-k34.cnf,GHackCOMSPS_drup,ghack_drup,2122.3,UNSAT,1.0109368E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,glucose-3.0+width,default,1615.55,UNSAT,6752280.0,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,glucose-4.1,default,1062.64,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,glu_vc,default,1238.58,UNSAT,2.5323916E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,lingeling-bbe,default,1499.24,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,MapleCOMSPS_CHB_VSIDS_drup,CHB_VSIDS_drup,1645.61,UNSAT,5764192.0,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,MapleCOMSPS_LRB_VSIDS_2_drup,LRB_VSIDS_2_drup,1344.75,UNSAT,7049000.0,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,MapleCOMSPS_LRB_VSIDS_drup,LRB_VSIDS_drup,1310.65,UNSAT,5642060.0,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,Maple_LCM,default,919.197,UNSAT,5947884.0,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,Maple_LCM_Dist,default,912.303,UNSAT,5635024.0,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,MapleLRB_LCM,default,624.191,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,MapleLRB_LCMoccRestart,default,592.368,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,Riss7,BVE_DRAT,1314.12,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,Riss7,noPP_DRAT,2636.58,UNSAT,9002896.0,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,satUZK-seq,ge,2866.08,UNSAT,1.0519504E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,satUZK-seq,me,5000.01,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s33-k34.cnf,satUZK-seq,sge,2950.35,UNSAT,2.5323916E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,satUZK-seq,sme,5000.04,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s33-k34.cnf,tch_glucose1,default,1212.01,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,tch_glucose2,default,1786.27,UNSAT,8028844.0,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s33-k34.cnf,tch_glucose3,default,1236.02,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,abcdsat_r17,default,75.7515,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,bs_glucose,default,127.236,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,cadical-sc17-agile-proof,default,80.8791,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,cadical-sc17-proof,default,21.9758,UNSAT,0.0,--
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,Candy,default,60.3746,UNSAT,2.5323912E7,--
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,Candy RSILi,default,0.0107449,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,Candy RSILv,default,0.00995588,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,Candy SL21,default,60.382,UNSAT,2.5323912E7,--
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,COMiniSatPS_Pulsar_drup,drup,78.6794,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,fix-candy,rsili,65.6663,UNSAT,2.5323912E7,--
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,fix-candy,rsilv,65.1424,UNSAT,2.5323912E7,--
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,GHackCOMSPS_drup,ghack_drup,85.782,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,glucose-3.0+width,default,81.101,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,glucose-4.1,default,62.5073,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,glu_vc,default,118.584,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,lingeling-bbe,default,45.9913,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,MapleCOMSPS_CHB_VSIDS_drup,CHB_VSIDS_drup,15.4607,UNSAT,0.0,--
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,MapleCOMSPS_LRB_VSIDS_2_drup,LRB_VSIDS_2_drup,19.5679,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,MapleCOMSPS_LRB_VSIDS_drup,LRB_VSIDS_drup,21.9094,UNSAT,3584.0,--
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,Maple_LCM,default,49.8605,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,Maple_LCM_Dist,default,86.3404,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,MapleLRB_LCM,default,17.7179,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,MapleLRB_LCMoccRestart,default,20.0314,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,Riss7,BVE_DRAT,41.0592,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,Riss7,noPP_DRAT,112.189,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,satUZK-seq,ge,0.009598,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,satUZK-seq,me,0.00756191,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,satUZK-seq,sge,0.010173,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,satUZK-seq,sme,0.00628399,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,tch_glucose1,default,64.1501,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,tch_glucose2,default,22.3787,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k16.cnf,tch_glucose3,default,65.6535,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,abcdsat_r17,default,2708.05,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,bs_glucose,default,843.42,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,cadical-sc17-agile-proof,default,3096.24,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,cadical-sc17-proof,default,480.566,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,Candy,default,927.119,UNSAT,2.5323912E7,--
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,Candy RSILi,default,0.0155339,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,Candy RSILv,default,0.013613,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,Candy SL21,default,791.168,UNSAT,2.5323912E7,--
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,COMiniSatPS_Pulsar_drup,drup,548.007,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,fix-candy,rsili,939.444,UNSAT,2.5323912E7,--
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,fix-candy,rsilv,953.481,UNSAT,2.5323912E7,--
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,GHackCOMSPS_drup,ghack_drup,1590.91,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,glucose-3.0+width,default,1109.99,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,glucose-4.1,default,745.373,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,glu_vc,default,2667.84,UNSAT,0.0,--
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,lingeling-bbe,default,3895.57,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,MapleCOMSPS_CHB_VSIDS_drup,CHB_VSIDS_drup,332.445,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,MapleCOMSPS_LRB_VSIDS_2_drup,LRB_VSIDS_2_drup,356.155,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,MapleCOMSPS_LRB_VSIDS_drup,LRB_VSIDS_drup,437.199,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,Maple_LCM,default,2589.5,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,Maple_LCM_Dist,default,2599.32,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,MapleLRB_LCM,default,271.018,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,MapleLRB_LCMoccRestart,default,354.215,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,Riss7,BVE_DRAT,448.699,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,Riss7,noPP_DRAT,2520.38,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,satUZK-seq,ge,5000.11,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,satUZK-seq,me,5000.04,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,satUZK-seq,sge,5000.02,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,satUZK-seq,sme,5000.04,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,tch_glucose1,default,784.413,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,tch_glucose2,default,5000.02,UNKNOWN,0.0,--
sat/g2-hwmcc15deep-6s340rb63-k22.cnf,tch_glucose3,default,809.068,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s341r-k16.cnf,abcdsat_r17,default,256.912,UNSAT,2.5323912E7,UNSAT-VERIFIED
sat/g2-hwmcc15deep-6s341r-k16.cnf,bs_glucose,default,806.284,UNSAT,2.5323912E7,UNSAT-VERIFIED
